Est.:;Cidade:
ES ;LINHARES
PB ;CABEDELO
SC ;CONCÓRDIA
RS ;PORTO ALEGRE
PR ;MEDIANEIRA
SP ;SÃO PAULO
SP ;PEDREIRA
SP ;SÃO PAULO
RS ;BAGÉ
RS ;RIO GRANDE
SP ;SÃO CAETANO DO SUL
RJ ;RIO DE JANEIRO
RJ ;RIO DE JANEIRO
BA ;SALVADOR
SP ;MOGI DAS CRUZES
RS ;ERECHIM
RJ ;RIO DE JANEIRO
BA ;LAURO DE FREITAS
RJ ;RIO DE JANEIRO
MT ;PEIXOTO DE AZEVEDO
SP ;SANTOS
PE ;RECIFE
SP ;SÃO PAULO
PR ;CURITIBA
PR ;CURITIBA
AL ;MACEIÓ
RJ ;RIO DE JANEIRO
SC ;SÃO JOSÉ
PA ;BELÉM
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;ARARAS
SP ;ANDRADINA
MG ;LAVRAS
PR ;MANDAGUARI
PA ;BRAGANÇA
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;TAQUARITINGA DO NORTE
SP ;SÃO PAULO
PA ;CONCEIÇÃO DO ARAGUAIA
SP ;ZACARIAS
PR ;CURITIBA
SP ;SÃO PAULO
PR ;CURITIBA
RJ ;SAQUAREMA
SP ;SÃO PAULO
SP ;CARAPICUÍBA
SP ;SÃO PAULO
SP ;FRANCA
RJ ;TERESÓPOLIS
SP ;SÃO PAULO
RS ;RIO GRANDE
GO ;GOIÂNIA
SP ;SERTÃOZINHO
RJ ;NOVA FRIBURGO
RJ ;SÃO GONÇALO
SP ;CRUZEIRO
CE ;FORTALEZA
SP ;GUARULHOS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;OSASCO
SE ;ARACAJU
SP ;SÃO PAULO
GO ;RIO QUENTE
SP ;SÃO PAULO
MG ;LAGOA SANTA
SP ;SÃO PAULO
SP ;ITU
ES ;VILA VELHA
PR ;PONTA GROSSA
MA ;BALSAS
SP ;SÃO PAULO
TO ;PALMAS
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;FLORIANÓPOLIS
SP ;SÃO PAULO
SP ;COSMÓPOLIS
SP ;SUMARÉ
TO ;GURUPI
RN ;NATAL
BA ;JEQUIÉ
RJ ;CAMPOS DOS GOYTACAZES
RJ ;MESQUITA
MS ;CAMPO GRANDE
BA ;FEIRA DE SANTANA
MG ;JOÃO PINHEIRO
PR ;CASCAVEL
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;EXTREMA
SP ;CAMPINAS
SP ;CAMPINAS
BA ;BONITO
SC ;CHAPECÓ
BA ;BARREIRAS
SP ;SÃO JOSÉ DOS CAMPOS
MS ;CAMPO GRANDE
SP ;EMBU-GUAÇU
SP ;SÃO PAULO
RN ;NATAL
SP ;BAURU
AP ;MACAPÁ
RJ ;TERESÓPOLIS
RJ ;RIO DE JANEIRO
SP ;MIRANDÓPOLIS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PA ;BELÉM
RS ;CAXIAS DO SUL
SP ;TABOÃO DA SERRA
MT ;MIRASSOL D'OESTE
BA ;SIMÕES FILHO
MG ;GUARANÉSIA
MT ;PARANATINGA
MG ;Guaranésia
RJ ;PETRÓPOLIS
SP ;SÃO PAULO
RS ;VERANÓPOLIS
MG ;MIRADOURO
PA ;MARABÁ
PR ;TAMARANA
RO ;VILHENA
PI ;TERESINA
CE ;BREJO SANTO
RJ ;RIO DE JANEIRO
SP ;JOSÉ BONIFÁCIO
RJ ;NOVA IGUAÇU
RS ;CAXIAS DO SUL
MG ;JUIZ DE FORA
GO ;INHUMAS
SP ;SÃO PAULO
MA ;AÇAILÂNDIA
PA ;BELÉM
ES ;SERRA
MS ;PONTA PORÃ
SP ;JAÚ
ES ;VIANA
PR ;PONTA GROSSA
PE ;SURUBIM
RJ ;RIO DE JANEIRO
BA ;CRUZ DAS ALMAS
SP ;SÃO PAULO
SC ;BOMBINHAS
SC ;SÃO JOSÉ
SE ;NOSSA SENHORA DA GLÓRIA
SP ;BIRIGUI
MG ;PATOS DE MINAS
RO ;JI-PARANÁ
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;CALDAS NOVAS
AL ;MACEIÓ
GO ;CALDAS NOVAS
GO ;CALDAS NOVAS
GO ;CALDAS NOVAS
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;GUARULHOS
MG ;ESPERA FELIZ
RO ;CHUPINGUAIA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SC ;CONCÓRDIA
SP ;SÃO PAULO
MG ;POUSO ALEGRE
GO ;CALDAS NOVAS
AP ;MACAPÁ
SP ;SÃO PAULO
SP ;SÃO PAULO
MA ;SÃO LUÍS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PE ;LAJEDO
CE ;FORTALEZA
PA ;BELÉM
AL ;ARAPIRACA
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;SANTA CRUZ DE MINAS
SP ;SÃO JOSÉ DOS CAMPOS
SP ;CAMPINAS
SP ;SÃO PAULO
PA ;BELÉM
PR ;LARANJEIRAS DO SUL
SP ;DIADEMA
SC ;NOVA VENEZA
MT ;CUIABÁ
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;SOROCABA
SP ;SALTO
sp ;são paulo
SP ;CAMPINAS
SP ;SÃO PAULO
MG ;DIVISA NOVA
SP ;CAMPO LIMPO PAULISTA
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO PAULO
PR ;CURITIBA
RN ;NATAL
SP ;SÃO PAULO
MG ;ALFENAS
CE ;FORTALEZA
SP ;BARUERI
SP ;SÃO PAULO
SP ;SÃO PAULO
MT ;PRIMAVERA DO LESTE
GO ;GOIÂNIA
SP ;ITUPEVA
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;SÃO JOSÉ
AL ;TEOTÔNIO VILELA
SP ;SÃO PAULO
SP ;COTIA
SP ;SÃO PAULO
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO SEBASTIÃO
SP ;SÃO PAULO
SP ;ITAQUAQUECETUBA
SP ;TAUBATÉ
SP ;SÃO PAULO
SP ;SÃO PAULO
DF ;BRASÍLIA
GO ;ANÁPOLIS
SP ;LIMEIRA
SP ;GUARULHOS
SP ;PRESIDENTE PRUDENTE
PA ;BELÉM
PA ;BELÉM
SP ;BARUERI
MG ;ANDRADAS
SC ;SÃO BENTO DO SUL
SP ;SÃO PAULO
SC ;CRICIÚMA
MG ;UNAÍ
RJ ;NOVA IGUAÇU
MG ;BELO HORIZONTE
CE ;FORTALEZA
RS ;SÃO LEOPOLDO
SP ;SÃO PAULO
GO ;CATALÃO
MG ;CONTAGEM
SE ;ARACAJU
SP ;SÃO PAULO
RR ;BOA VISTA
GO ;CRISTALINA
RJ ;RESENDE
CE ;FORTALEZA
RS ;PORTO ALEGRE
MG ;GOVERNADOR VALADARES
ES ;LINHARES
TO ;PALMAS
GO ;GOIÂNIA
SP ;MARÍLIA
MG ;JEQUITINHONHA
AC ;RIO BRANCO
BA ;ITABUNA
PA ;SANTARÉM
PE ;RECIFE
MT ;CUIABÁ
RN ;NATAL
ES ;MARILÂNDIA
RS ;CHUÍ
SP ;CAMPINAS
MT ;CAMPOS DE JÚLIO
MT ;CAMPOS DE JÚLIO
SP ;SANTO ANDRÉ
MG ;MONTES CLAROS
SC ;ITAJAÍ
SC ;ITAJAÍ
AM ;MANAUS
PI ;BOM JESUS
SP ;Tremembé
PR ;SÃO JOSÉ DOS PINHAIS
PE ;RECIFE
SP ;LINS
BA ;LUÍS EDUARDO MAGALHÃES
SC ;ARARANGUÁ
SP ;BOTUCATU
SP ;SÃO ROQUE
GO ;IPAMERI
SC ;SANTO AMARO DA IMPERATRIZ
SE ;MARUIM
CE ;FORTALEZA
MG ;BELO HORIZONTE
SC ;FAXINAL DOS GUEDES
BA ;FEIRA DE SANTANA
SP ;BRAGANÇA PAULISTA
RS ;NOVO HAMBURGO
SP ;SUZANO
SP ;SALTO
SP ;BOITUVA
SP ;GUARULHOS
MG ;CARANGOLA
SP ;LIMEIRA
MG ;SETE LAGOAS
PR ;CASCAVEL
ES ;LINHARES
SP ;ARAÇATUBA
RN ;NATAL
MG ;PATROCÍNIO
MA ;BARRA DO CORDA
BA ;SALVADOR
DF ;BRASÍLIA
SP ;SÃO PAULO
MT ;RONDONÓPOLIS
SP ;SÃO PAULO
DF ;BRASÍLIA
RS ;PIRATINI
PE ;RECIFE
RS ;CACHOEIRA DO SUL
MG ;PEDRO LEOPOLDO
MG ;VISCONDE DO RIO BRANCO
RS ;SANTA MARIA
MG ;OURO PRETO
RO ;PORTO VELHO
SP ;SÃO PAULO
SP ;BRAGANÇA PAULISTA
SP ;SÃO PAULO
PA ;PARAGOMINAS
SP ;SÃO PAULO
SP ;ARARAQUARA
SP ;SÃO BERNARDO DO CAMPO
SP ;UBATUBA
GO ;GOIÂNIA
PR ;SÃO JOSÉ DOS PINHAIS
RO ;PIMENTA BUENO
MT ;CAMPO NOVO DO PARECIS
MT ;BARRA DO BUGRES
ES ;VILA VELHA
SP ;BARRETOS
SP ;SÃO PAULO
DF ;BRASÍLIA
RO ;JI-PARANÁ
SP ;SÃO PAULO
MT ;COLIDER
MA ;SÃO LUÍS
CE ;FORTALEZA
RJ ;ARMAÇÃO DOS BÚZIOS
SP ;PEDERNEIRAS
MG ;POUSO ALEGRE
SC ;XANXERÊ
SC ;XANXERÊ
MS ;CAMAPUÃ
SE ;NOSSA SENHORA DA GLÓRIA
RS ;CANOAS
SP ;ITAPETININGA
PR ;ARAPONGAS
RO ;PORTO VELHO
SP ;SÃO JOSÉ DO RIO PARDO
SP ;SÃO PAULO
SP ;TAUBATÉ
PA ;TUCURUÍ
AL ;MACEIÓ
SP ;FRANCO DA ROCHA
ES ;ALEGRE
RJ ;CONCEIÇÃO DE MACABU
SP ;ITUVERAVA
MG ;SANTA RITA DO SAPUCAÍ
AL ;MACEIÓ
SC ;FLORIANÓPOLIS
RN ;MOSSORÓ
PR ;SÃO JOSÉ DOS PINHAIS
CE ;FORTALEZA
SP ;SÃO PAULO
SP ;SANTOS
DF ;BRASÍLIA
MS ;SÃO GABRIEL DO OESTE
RS ;NOVO HAMBURGO
MG ;BELO HORIZONTE
RJ ;RIO DE JANEIRO
MT ;ÁGUA BOA
PR ;PATO BRANCO
BA ;VITÓRIA DA CONQUISTA
GO ;GOIÂNIA
SP ;SÃO PAULO
SC ;JOINVILLE
ES ;LINHARES
SC ;CONCÓRDIA
ES ;GUAÇUÍ
RS ;RIO GRANDE
PI ;TERESINA
MG ;MANHUMIRIM
SC ;CONCÓRDIA
RJ ;MIGUEL PEREIRA
GO ;ACREÚNA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
MG ;BELO HORIZONTE
GO ;MINEIROS
BA ;ILHÉUS
RJ ;RIO DE JANEIRO
RS ;BENTO GONÇALVES
GO ;GOIÂNIA
SP ;SÃO PAULO
RJ ;MAGÉ
PB ;CAMPINA GRANDE
SP ;SÃO ROQUE
RJ ;NOVA FRIBURGO
MT ;CUIABÁ
GO ;PIRENÓPOLIS
GO ;SENADOR CANEDO
SP ;ITATIBA
PA ;BELÉM
SP ;PRAIA GRANDE
PA ;BELÉM
SP ;SANTOS
SP ;SÃO PAULO
BA ;FEIRA DE SANTANA
SP ;AMERICANA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;AGUAÍ
SP ;SANTOS
SP ;LIMEIRA
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;GUAXUPÉ
SP ;SÃO PAULO
AL ;MACEIÓ
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;GOIÂNIA
MG ;POUSO ALEGRE
BA ;PORTO SEGURO
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;NOVA ODESSA
MG ;CONGONHAL
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;CAMPOS GERAIS
SP ;SÃO PAULO
SP ;SOROCABA
PA ;CONCEIÇÃO DO ARAGUAIA
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;BELO HORIZONTE
SP ;MOGI DAS CRUZES
PR ;CORNÉLIO PROCÓPIO
BA ;FEIRA DE SANTANA
PR ;MARIPÁ
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;FRANCA
AM ;MANAUS
SP ;COTIA
SP ;SOROCABA
SP ;CARAGUATATUBA
SP ;SÃO PAULO
BA ;SALVADOR
MG ;UBERLÂNDIA
BA ;MATA DE SÃO JOÃO
DF ;BRASÍLIA
SP ;SÃO PAULO
SP ;GUARULHOS
SP ;JAGUARIÚNA
SP ;ITANHAÉM
SP ;PIRACICABA
PR ;UMUARAMA
SP ;SÃO PAULO
SP ;SANTOS
SP ;SÃO CAETANO DO SUL
SC ;BLUMENAU
PE ;RECIFE
PR ;GUARAPUAVA
MG ;ALFENAS
SP ;EMBU
RS ;CACHOEIRA DO SUL
SP ;SÃO PAULO
SP ;SANTOS
RJ ;DUQUE DE CAXIAS
SP ;SÃO JOSÉ DO RIO PRETO
RJ ;RIO DE JANEIRO
SP ;JACAREÍ
SP ;PRAIA GRANDE
SP ;FRANCA
PR ;PINHAIS
SP ;FERRAZ DE VASCONCELOS
CE ;FORTALEZA
SP ;SANTOS
SP ;GUARULHOS
RJ ;MARICÁ
SP ;SÃO PAULO
SP ;FRANCA
SP ;SÃO PAULO
SP ;FRANCA
SP ;FRANCA
SP ;RIBEIRÃO PRETO
SP ;CAJURU
SP ;SÃO PAULO
MA ;SÃO LUÍS
RJ ;NOVA FRIBURGO
SP ;SÃO JOSÉ DOS CAMPOS
RJ ;BOM JARDIM
RS ;GUAPORÉ
SP ;MOCOCA
PR ;CURITIBA
SP ;MOGI DAS CRUZES
SP ;GUARUJÁ
RS ;GRAMADO
SC ;ANCHIETA
SP ;SÃO PAULO
SC ;TUBARÃO
RJ ;SÃO GONÇALO
MG ;BELO HORIZONTE
SP ;SÃO PAULO
GO ;APARECIDA DE GOIÂNIA
RJ ;NITERÓI
RS ;CANELA
MG ;ITURAMA
SP ;SÃO PAULO
MG ;BELO HORIZONTE
RJ ;RIO DE JANEIRO
MG ;BELO HORIZONTE
RJ ;SEROPÉDICA
MG ;TRÊS CORAÇÕES
PA ;SANTARÉM
PR ;CURITIBA
SP ;CAMPINAS
RN ;NATAL
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;FLORIANÓPOLIS
SP ;TABOÃO DA SERRA
SP ;SÃO PAULO
GO ;GOIÂNIA
ES ;ITAGUAÇU
MG ;BRASÓPOLIS
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;TREMEMBÉ
SP ;SÃO PAULO
PR ;FOZ DO IGUAÇU
GO ;GOIÂNIA
PA ;BRAGANÇA
MG ;JUIZ DE FORA
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;CAXIAS DO SUL
MG ;PARACATU
RS ;SAPUCAIA DO SUL
SP ;SANTOS
MG ;VAZANTE
MG ;SIMONÉSIA
RJ ;NOVA IGUAÇU
RJ ;RIO DE JANEIRO
SP ;MAUÁ
SP ;SANTOS
AL ;MACEIÓ
SP ;SÃO PAULO
PR ;FOZ DO IGUAÇU
SP ;SÃO PAULO
SP ;CAMPINAS
SP ;CAMPINAS
PB ;JOÃO PESSOA
PB ;JOÃO PESSOA
PB ;JOÃO PESSOA
SP ;SÃO PAULO
SP ;AMERICANA
SP ;SUZANO
PR ;FOZ DO IGUAÇU
SP ;SÃO PAULO
RJ ;ARMAÇÃO DOS BÚZIOS
ES ;VITÓRIA
PB ;JOÃO PESSOA
MG ;BOTELHOS
SP ;SÃO PAULO
SP ;OSASCO
SE ;ARACAJU
PE ;SURUBIM
BA ;FEIRA DE SANTANA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;JABOTICABAL
PR ;FOZ DO IGUAÇU
SP ;AMERICANA
SP ;RIBEIRÃO PRETO
ES ;VILA VELHA
SP ;SÃO PAULO
ES ;LINHARES
RO ;PORTO VELHO
PI ;TERESINA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
PB ;JOÃO PESSOA
MA ;SÃO LUÍS
RJ ;RIO DE JANEIRO
MT ;SINOP
MG ;BELO HORIZONTE
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;APARECIDA
RN ;MACAÍBA
RJ ;RIO DE JANEIRO
MG ;Betim
PB ;JOÃO PESSOA
RO ;PORTO VELHO
RJ ;NOVA FRIBURGO
MT ;CUIABÁ
GO ;INHUMAS
SP ;SÃO PAULO
SC ;VARGEÃO
PR ;LONDRINA
MS ;NOVA ANDRADINA
RS ;CAPÃO DA CANOA
AM ;MANAUS
SE ;ARACAJU
SP ;SÃO PAULO
SP ;OSASCO
SP ;SÃO PAULO
MG ;SETE LAGOAS
MA ;CAXIAS
SC ;MAFRA
RS ;PORTO ALEGRE
BA ;TEIXEIRA DE FREITAS
SP ;SÃO JOSÉ DO RIO PRETO
DF ;BRASÍLIA
RS ;PORTO ALEGRE
SP ;SÃO PAULO
SP ;GUARAREMA
SC ;MAFRA
ES ;LINHARES
SP ;SÃO PAULO
PR ;CURITIBA
SP ;SÃO PAULO
MG ;ARAGUARI
MG ;SANTA LUZIA
MS ;ELDORADO
GO ;GOIÂNIA
ES ;VILA VELHA
MS ;DOURADOS
SP ;SÃO PAULO
RS ;PORTO ALEGRE
DF ;BRASÍLIA
GO ;ANÁPOLIS
SP ;SÃO PAULO
SE ;ITABAIANA
PR ;MARINGÁ
GO ;HEITORAÍ
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
BA ;FEIRA DE SANTANA
DF ;BRASÍLIA
SP ;PRAIA GRANDE
SE ;ARACAJU
PE ;SERRA TALHADA
SP ;PARANAPANEMA
SP ;SANTOS
PB ;JOÃO PESSOA
SP ;SÃO PAULO
BA ;SALVADOR
SP ;RIBEIRÃO PRETO
SP ;ZACARIAS
SP ;BURITAMA
PE ;ITAMBÉ
SP ;BARUERI
SP ;MARÍLIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;INDAIATUBA
SP ;MOGI MIRIM
MG ;PATROCÍNIO
MG ;JUIZ DE FORA
SP ;IBITINGA
SP ;SÃO PAULO
RN ;NATAL
SP ;SÃO PAULO
DF ;BRASÍLIA
RS ;CANOAS
RJ ;RIO DE JANEIRO
BA ;MADRE DE DEUS
SP ;SÃO PAULO
ES ;VARGEM ALTA
SP ;RIBEIRÃO PRETO
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO PAULO
RJ ;MIGUEL PEREIRA
PA ;PARAUAPEBAS
MA ;BALSAS
SP ;SÃO PAULO
MS ;CAMPO GRANDE
GO ;INHUMAS
SP ;TREMEMBÉ
PR ;APUCARANA
ES ;COLATINA
SP ;BIRIGUI
SP ;SÃO PAULO
MT ;CAMPOS DE JÚLIO
SP ;SANTOS
MG ;BELO HORIZONTE
SC ;RIO DO OESTE
RJ ;RIO DE JANEIRO
SP ;SANTA CRUZ DAS PALMEIRAS
SP ;SÃO CARLOS
SP ;GUARAREMA
SP ;APARECIDA
SP ;GUARULHOS
BA ;Vitória da Conquista
SP ;RIBEIRÃO PRETO
SP ;SÃO PAULO
SP ;SÃO PAULO
RS ;RIO GRANDE
SP ;SÃO PAULO
MS ;CAMPO GRANDE
RJ ;RIO DE JANEIRO
PR ;GUARAPUAVA
SP ;SÃO PAULO
RS ;GARIBALDI
SP ;SÃO PAULO
SC ;BLUMENAU
SP ;SÃO PAULO
MG ;LAVRAS
GO ;MINAÇU
ES ;CASTELO
ES ;CACHOEIRO DE ITAPEMIRIM
RN ;NATAL
CE ;FORTALEZA
ES ;ARACRUZ
MG ;BELO HORIZONTE
BA ;SALVADOR
SP ;SANTOS
RS ;CAPÃO DA CANOA
SP ;GUARUJÁ
RS ;LAJEADO
AL ;ARAPIRACA
PE ;GARANHUNS
SP ;CATANDUVA
RS ;CACHOEIRINHA
SP ;SÃO PAULO
SC ;IÇARA
BA ;ITABERABA
RJ ;RIO DE JANEIRO
SP ;SANTO ANDRÉ
SP ;CAMPINAS
SP ;SÃO PAULO
SP ;SÃO PAULO
PR ;UMUARAMA
SP ;SÃO PAULO
GO ;GOIÂNIA
RJ ;ITATIAIA
PR ;MARINGÁ
PE ;RECIFE
RJ ;NITERÓI
CE ;FORTALEZA
BA ;LAJE
BA ;SALVADOR
RS ;ERECHIM
SP ;BERTIOGA
BA ;SALVADOR
SP ;SÃO PAULO
MG ;PASSOS
SP ;HORTOLÂNDIA
SP ;SÃO ROQUE
SP ;SÃO PAULO
RN ;PARNAMIRIM
SP ;SÃO PAULO
GO ;APARECIDA DE GOIÂNIA
GO ;GOIÂNIA
GO ;GOIÂNIA
SE ;ITABAIANA
GO ;GOIÂNIA
TO ;PALMAS
SP ;SÃO PAULO
SP ;OSASCO
SP ;MARÍLIA
PA ;XINGUARA
ES ;CACHOEIRO DE ITAPEMIRIM
GO ;GOIÂNIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;CONCÓRDIA
GO ;ANÁPOLIS
MG ;PATOS DE MINAS
SP ;SÃO PAULO
GO ;APARECIDA DE GOIÂNIA
MT ;RONDONÓPOLIS
GO ;ANÁPOLIS
MG ;MUZAMBINHO
RJ ;SÃO JOÃO DE MERITI
RJ ;QUEIMADOS
MT ;CAMPO VERDE
MG ;POÇOS DE CALDAS
GO ;GOIÂNIA
SP ;SÃO PAULO
GO ;GOIÂNIA
RS ;TORRES
BA ;SALVADOR
AL ;MACEIÓ
SP ;CAMPINAS
PR ;CAMPO LARGO
BA ;FEIRA DE SANTANA
SP ;SOROCABA
MS ;CAMPO GRANDE
PE ;SANTA CRUZ DO CAPIBARIBE
SC ;JOINVILLE
PA ;PARAGOMINAS
AM ;MANAUS
PR ;MARINGÁ
RJ ;RIO DE JANEIRO
CE ;EUSÉBIO
SP ;SANTO ANDRÉ
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;ITAPETININGA
PR ;LONDRINA
SP ;SÃO PAULO
SP ;SANTOS
SP ;SÃO PAULO
BA ;FEIRA DE SANTANA
RJ ;NITERÓI
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;PEDREIRA
SP ;CAMPINAS
PB ;JOÃO PESSOA
RJ ;PETRÓPOLIS
BA ;ILHÉUS
SP ;GUARATINGUETÁ
ES ;SANTA TERESA
DF ;CEILÂNDIA
RJ ;SILVA JARDIM
SP ;BRAGANÇA PAULISTA
SE ;ARACAJU
AL ;MACEIÓ
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
MG ;POÇOS DE CALDAS
SP ;ITATIBA
SP ;INDAIATUBA
DF ;BRASÍLIA
BA ;SALVADOR
SP ;ITAPECERICA DA SERRA
BA ;BARREIRAS
MG ;PATOS DE MINAS
GO ;JARAGUÁ
GO ;GOIÂNIA
GO ;CALDAS NOVAS
SP ;SÃO BERNARDO DO CAMPO
SP ;SÃO PAULO
BA ;VITÓRIA DA CONQUISTA
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
AL ;ARAPIRACA
RJ ;NILÓPOLIS
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
MG ;BOTELHOS
SP ;SÃO PAULO
GO ;GOIÂNIA
SP ;SÃO PAULO
RJ ;RIO DE JANEIRO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SÃO PAULO
SP ;SOROCABA
SP ;SÃO PAULO
GO ;VALPARAÍSO DE GOIÁS
PB ;JOÃO PESSOA
SP ;SÃO PAULO
CE ;FORTALEZA
SP ;SÃO PAULO
SP ;SÃO PAULO
MG ;BELO HORIZONTE
PE ;SERRA TALHADA
PR ;CURITIBA
SP ;SÃO CARLOS
SP ;INDAIATUBA
SP ;INDAIATUBA
SP ;SÃO PAULO
SP ;SÃO PAULO
GO ;URUAÇU
PB ;SÃO BENTO
SP ;SÃO JOSÉ DOS CAMPOS
RS ;PASSO FUNDO
RS ;PORTO ALEGRE
SP ;GUARATINGUETÁ
RS ;PASSO FUNDO
RS ;FREDERICO WESTPHALEN
SP ;SÃO PAULO
PE ;PETROLINA
GO ;GOIÂNIA
DF ;BRASÍLIA
SP ;MAUÁ
ES ;COLATINA
MG ;CAMBUÍ
BA ;TEIXEIRA DE FREITAS
SP ;SÃO PAULO
MG ;JUIZ DE FORA
RS ;CANOAS
MG ;UBERLÂNDIA
SP ;SÃO PAULO
SP ;SÃO PAULO
SC ;JOINVILLE
GO ;GOIÂNIA
BA ;JEQUIÉ
RN ;NATAL
GO ;VALPARAÍSO DE GOIÁS
PE ;RECIFE
PA ;CASTANHAL
SP ;GUARUJÁ
MT ;VÁRZEA GRANDE
SP ;SÃO PAULO
BA ;SALVADOR
SP ;SOROCABA
sp ;CAMPINAS
BA ;VERA CRUZ
MG ;UBERLÂNDIA
GO ;VALPARAÍSO DE GOIÁS
SP ;ATIBAIA
SP ;RIOLÂNDIA
CE ;FORTALEZA
BA ;FILADÉLFIA
PR ;CURITIBA
SP ;RIBEIRÃO PRETO
SP ;SERRA NEGRA
SP ;TAUBATÉ
GO ;APARECIDA DE GOIÂNIA
SP ;RIBEIRÃO PRETO
GO ;NERÓPOLIS
MG ;ITAJUBÁ
SP ;ASSIS
SP ;CAMPINAS
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO SEBASTIÃO
RJ ;VOLTA REDONDA
ES ;VILA VELHA
SP ;GUARULHOS
SP ;CAMPINAS
PR ;SANTO ANTÔNIO DO SUDOESTE
SC ;DIONÍSIO CERQUEIRA
GO ;URUAÇU
SC ;JOINVILLE
CE ;EUSÉBIO
MG ;BELO HORIZONTE
SP ;JALES
PR ;CASCAVEL
RS ;ESTEIO
PB ;CAMPINA GRANDE
CE ;EUSÉBIO
SP ;SÃO PAULO
DF ;BRASÍLIA
ES ;JERÔNIMO MONTEIRO
BA ;SALVADOR
SP ;SÃO PAULO
GO ;GOIÂNIA
SP ;JUNDIAÍ
GO ;ITUMBIARA
SP ;ANDRADINA
SP ;BIRIGUI
RN ;NATAL
GO ;ANÁPOLIS
PE ;SANTA TEREZINHA
AL ;MACEIÓ
MG ;CAXAMBU
SP ;SOROCABA
RN ;SÃO MIGUEL
MG ;OURO BRANCO
RJ ;PARACAMBI
SP ;RIO CLARO
PA ;SANTARÉM
MG ;MUZAMBINHO
SP ;SÃO PAULO
SP ;SUZANO
RS ;DOM PEDRO DE ALCÂNTARA
GO ;ITUMBIARA
PA ;BELÉM
GO ;ITABERAÍ
RJ ;RIO DE JANEIRO
SC ;BALNEÁRIO GAIVOTA
DF ;BRASÍLIA
SP ;CERQUEIRA CÉSAR
MA ;SÃO LUÍS
PR ;PARANAGUÁ
ES ;JERÔNIMO MONTEIRO
PB ;CAMPINA GRANDE
RS ;SÃO LEOPOLDO
SP ;BEBEDOURO
SP ;SÃO PAULO
RS ;TRÊS FORQUILHAS
SP ;SÃO PAULO
SP ;Mogi das Cruzes
AM ;MANAUS
SP ;AMERICANA
SP ;SÃO PAULO
RS ;CACHOEIRINHA
RS ;PORTO ALEGRE
SP ;BATATAIS
RS ;GRAVATAÍ
MS ;DOURADOS
RS ;CANOAS
SP ;ORLÂNDIA
SP ;SÃO PAULO
DF ;BRASÍLIA
SP ;SÃO PAULO
SP ;SÃO PAULO
RN ;NATAL
GO ;VALPARAÍSO DE GOIÁS
